rownames;wage;lwage;sex;shs;hsg;scl;clg;ad;mw;so;we;ne;exp1;exp2;exp3;exp4;occ;occ2;ind;ind2
1425;25.96153846;3.256616153;1;0;1;0;0;0;0;0;0;1;10;1;1;1;5700;17;4670;9
1432;11.419;2.435278635;1;0;0;1;0;0;0;0;0;1;7.5;0.5625;0.421875;0.31640625;2630;9;7370;14
1433;17.606;2.868239753;0;0;1;0;0;0;0;0;0;1;7;0.49;0.343;0.2401;8220;21;2880;6
1434;14.90384615;2.701619311;0;0;0;0;1;0;0;0;0;1;2;0.04;0.008;0.0016;2810;9;6780;11
1451;19.23076923;2.95651156;0;0;0;1;0;0;0;0;0;1;30.5;9.3025;28.372625;86.53650625;4720;16;9370;22
1463;311.1888112;5.740399838;1;0;0;1;0;0;0;0;0;1;15;2.25;3.375;5.0625;3420;10;7480;14
1470;17.69230769;2.873129951;0;0;0;0;1;0;0;0;0;1;3;0.09;0.027;0.0081;2310;8;7860;17
1472;13.46153846;2.599836616;0;0;0;0;1;0;0;0;0;1;6;0.36;0.216;0.1296;4700;16;5180;9
1483;11.53846154;2.445685937;1;0;0;1;0;0;0;0;0;1;4.5;0.2025;0.091125;0.04100625;5310;17;8190;18
1484;8.6996337;2.163280921;0;0;0;1;0;0;0;0;0;1;5;0.25;0.125;0.0625;1550;4;2370;5
1490;17.30769231;2.851151045;0;0;1;0;0;0;0;0;0;1;27;7.29;19.683;53.1441;4710;16;4090;7
1491;19.42307692;2.966461891;0;0;1;0;0;0;0;0;0;1;16;2.56;4.096;6.5536;9130;22;6170;10
1496;20.83333333;3.036554268;0;0;1;0;0;0;0;0;0;1;12;1.44;1.728;2.0736;310;1;8680;20
1499;48.07692308;3.872802292;0;0;0;0;0;1;0;0;0;1;30;9;27;81;3255;10;8190;18
1503;13.46153846;2.599836616;0;0;0;0;1;0;0;0;0;1;3;0.09;0.027;0.0081;1965;5;7870;17
1508;15.76923077;2.758060622;1;0;0;0;1;0;0;0;0;1;2;0.04;0.008;0.0016;2310;8;7860;17
1513;28.5;3.349904087;1;0;0;0;1;0;0;0;0;1;19;3.61;6.859;13.0321;3255;10;8190;18
1514;10.24955437;2.327234228;0;0;0;0;1;0;0;0;0;1;27;7.29;19.683;53.1441;2000;6;8090;18
1516;16.51518219;2.80428009;1;0;0;0;0;1;0;0;0;1;6;0.36;0.216;0.1296;5320;17;7870;17
1527;6.730769231;1.906689436;1;0;0;1;0;0;0;0;0;1;5.5;0.3025;0.166375;0.09150625;1.00E+05;13;8680;20
1536;13.67521368;2.615584973;1;0;0;1;0;0;0;0;0;1;14;1.96;2.744;3.8416;310;1;8680;20
1538;12.57199211;2.531471491;1;0;0;0;1;0;0;0;0;1;30;9;27;81;3645;11;7970;18
1550;12.5;2.525728644;0;0;0;1;0;0;0;0;0;1;4.5;0.2025;0.091125;0.04100625;4750;16;4690;9
1551;24.03846154;3.179655112;0;0;0;0;0;1;0;0;0;1;32;10.24;32.768;104.8576;2340;8;8090;18
1558;15.38461538;2.733368009;1;0;1;0;0;0;0;0;0;1;5;0.25;0.125;0.0625;4200;14;8660;20
1566;31.00961538;3.43429733;0;0;0;0;1;0;0;0;0;1;21;4.41;9.261;19.4481;50;1;3970;6
1567;14.42307692;2.668829488;0;0;1;0;0;0;0;0;0;1;6;0.36;0.216;0.1296;1.00E+05;20;4870;9
1568;14.42307692;2.668829488;1;0;1;0;0;0;0;0;0;1;7;0.49;0.343;0.2401;3420;10;9170;21
1572;13.70192308;2.617536194;1;0;1;0;0;0;0;0;0;1;19;3.61;6.859;13.0321;3600;11;8270;18
1573;14.52991453;2.676209595;0;0;1;0;0;0;0;0;0;1;20;4;8;16;430;1;7790;16
1574;15.86538462;2.764139668;1;0;0;0;1;0;0;0;0;1;7;0.49;0.343;0.2401;7420;20;6670;11
1575;5.769230769;1.752538756;0;0;1;0;0;0;0;0;0;1;9;0.81;0.729;0.6561;8965;21;2890;6
1593;24.03846154;3.179655112;0;0;0;0;1;0;0;0;0;1;1;0.01;0.001;0.0001;5260;17;9480;22
1599;33.65384615;3.516127348;1;0;1;0;0;0;0;0;0;1;33;10.89;35.937;118.5921;2710;9;6570;11
1603;36.05769231;3.58512022;1;0;0;0;0;1;0;0;0;1;38;14.44;54.872;208.5136;2320;8;7860;17
1608;14.63;2.683074215;1;0;0;0;1;0;0;0;0;1;7;0.49;0.343;0.2401;2000;6;9480;22
1609;20.67307692;3.028832222;1;0;0;0;0;1;0;0;0;1;0;0;0;0;3245;10;8090;18
1614;25.48076923;3.23792402;0;0;0;0;1;0;0;0;0;1;4;0.16;0.064;0.0256;1050;3;7380;14
1618;21.36752137;3.061872076;1;0;0;0;1;0;0;0;0;1;7;0.49;0.343;0.2401;3820;12;9470;22
1630;9.615384615;2.26336438;1;0;1;0;0;0;0;0;0;1;14;1.96;2.744;3.8416;4230;14;7690;16
1631;31.25;3.442019376;1;0;0;0;1;0;0;0;0;1;18;3.24;5.832;10.4976;3255;10;8190;18
1646;19.61538462;2.976314188;1;0;1;0;0;0;0;0;0;1;10;1;1;1;5120;17;6880;12
1647;84.61538462;4.438116101;0;0;0;0;1;0;0;0;0;1;28;7.84;21.952;61.4656;1020;3;7380;14
1653;31.25;3.442019376;0;0;0;1;0;0;0;0;0;1;12.5;1.5625;1.953125;2.44140625;120;1;4070;7
1654;26.44230769;3.274965292;0;0;0;0;1;0;0;0;0;1;18;3.24;5.832;10.4976;9050;22;6070;10
1655;17.83216783;2.881004008;1;0;0;0;0;1;0;0;0;1;6;0.36;0.216;0.1296;2310;8;7860;17
1660;15.68627451;2.752786095;1;0;0;1;0;0;0;0;0;1;11.5;1.3225;1.520875;1.74900625;5940;17;7980;18
1661;12.82051282;2.551046452;1;0;0;0;1;0;0;0;0;1;5;0.25;0.125;0.0625;1965;5;7870;17
1667;19.23076923;2.95651156;0;0;1;0;0;0;0;0;0;1;12;1.44;1.728;2.0736;6230;19;770;4
1668;21.63461538;3.074294596;1;0;0;0;1;0;0;0;0;1;10;1;1;1;800;2;3380;6
1669;13.24786325;2.583836275;0;0;1;0;0;0;0;0;0;1;11;1.21;1.331;1.4641;20;1;4970;9
1693;22.59615385;3.117779708;1;0;1;0;0;0;0;0;0;1;32;10.24;32.768;104.8576;5550;17;6370;10
1702;18.8034188;2.934038705;1;0;0;0;1;0;0;0;0;1;9;0.81;0.729;0.6561;4700;16;5275;9
1706;38.46153846;3.649658741;1;0;0;0;1;0;0;0;0;1;19;3.61;6.859;13.0321;2630;9;7370;14
1707;43.26923077;3.767441777;0;0;0;0;1;0;0;0;0;1;9;0.81;0.729;0.6561;4840;16;7380;14
1708;57.69230769;4.055123849;1;0;0;1;0;0;0;0;0;1;19;3.61;6.859;13.0321;1.00E+05;10;8190;18
1710;23.07692308;3.138833117;0;0;0;0;1;0;0;0;0;1;4;0.16;0.064;0.0256;4760;16;5170;9
1711;4.807692308;1.570217199;1;0;0;0;1;0;0;0;0;1;4;0.16;0.064;0.0256;2200;8;7870;17
1715;15.38461538;2.733368009;1;0;1;0;0;0;0;0;0;1;22;4.84;10.648;23.4256;50;1;9170;21
1718;40.48582996;3.700952035;1;0;0;0;0;1;0;0;0;1;33;10.89;35.937;118.5921;2430;8;7870;17
1723;12.94378698;2.560615903;0;0;0;1;0;0;0;0;0;1;4.5;0.2025;0.091125;0.04100625;310;1;8680;20
1724;32.05128205;3.467337184;1;0;0;0;1;0;0;0;0;1;4;0.16;0.064;0.0256;3310;10;7980;18
1725;23.07692308;3.138833117;0;0;0;0;1;0;0;0;0;1;4;0.16;0.064;0.0256;740;2;9380;22
1730;20.09615385;3.000528446;1;0;0;0;1;0;0;0;0;1;9;0.81;0.729;0.6561;2010;6;8170;18
1733;13.46153846;2.599836616;0;0;0;1;0;0;0;0;0;1;3;0.09;0.027;0.0081;4700;16;4870;9
1734;26.44230769;3.274965292;1;0;0;1;0;0;0;0;0;1;16;2.56;4.096;6.5536;5700;17;7070;13
1742;19.23076923;2.95651156;0;0;0;0;1;0;0;0;0;1;2;0.04;0.008;0.0016;4720;16;4970;9
1748;15.38461538;2.733368009;0;0;1;0;0;0;0;0;0;1;25;6.25;15.625;39.0625;2900;9;6590;11
1749;9.969017094;2.299481993;0;0;0;1;0;0;0;0;0;1;5.5;0.3025;0.166375;0.09150625;5160;17;6880;12
1751;7.264957265;1.983062415;1;0;0;0;1;0;0;0;0;1;1;0.01;0.001;0.0001;8640;21;1280;5
1752;12.98076923;2.563468972;0;0;1;0;0;0;0;0;0;1;10;1;1;1;3930;12;8190;18
1760;19.71153846;2.981204173;1;0;0;1;0;0;0;0;0;1;6;0.36;0.216;0.1296;3420;10;7480;14
1763;24.03846154;3.179655112;1;0;0;0;1;0;0;0;0;1;14;1.96;2.744;3.8416;3420;10;9480;22
1775;9.442307692;2.245200409;1;1;0;0;0;0;0;0;0;1;8;0.64;0.512;0.4096;4230;14;7690;16
1776;28.84615385;3.361976669;1;0;0;0;0;1;0;0;0;1;12;1.44;1.728;2.0736;5240;17;6870;12
1777;18.46153846;2.915689566;0;0;0;0;1;0;0;0;0;1;1;0.01;0.001;0.0001;4760;16;4770;9
1782;10.025;2.305081973;1;0;0;0;0;1;0;0;0;1;0;0;0;0;2540;8;7860;17
1800;5.288461538;1.665527379;0;0;0;1;0;0;0;0;0;1;18;3.24;5.832;10.4976;7950;21;2370;5
1801;12.94378698;2.560615903;1;0;0;1;0;0;0;0;0;1;22;4.84;10.648;23.4256;3510;10;8190;18
1813;12.01923077;2.486507931;1;0;1;0;0;0;0;0;0;1;10;1;1;1;4510;15;8980;21
1824;24.03846154;3.179655112;0;0;0;1;0;0;0;0;0;1;14;1.96;2.744;3.8416;3800;12;9470;22
1825;19.23076923;2.95651156;1;0;0;0;0;1;0;0;0;1;3;0.09;0.027;0.0081;2000;6;7860;17
1826;33.65384615;3.516127348;0;0;0;1;0;0;0;0;0;1;6.5;0.4225;0.274625;0.17850625;7200;20;4670;9
1827;11.53846154;2.445685937;1;0;0;1;0;0;0;0;0;1;6;0.36;0.216;0.1296;5110;17;7970;18
1829;19.47115385;2.96893408;1;0;0;1;0;0;0;0;0;1;6.5;0.4225;0.274625;0.17850625;5810;17;8270;18
1834;43.01619433;3.761576657;1;0;0;0;1;0;0;0;0;1;1;0.01;0.001;0.0001;530;2;7570;15
1837;14.42307692;2.668829488;0;0;0;1;0;0;0;0;0;1;11;1.21;1.331;1.4641;3620;11;8090;18
1838;13.46153846;2.599836616;1;0;1;0;0;0;0;0;0;1;5;0.25;0.125;0.0625;4350;15;5580;9
1839;34.06593407;3.528297884;0;0;0;1;0;0;0;0;0;1;10;1;1;1;3255;10;8190;18
1840;21.63461538;3.074294596;0;0;0;1;0;0;0;0;0;1;9;0.81;0.729;0.6561;7700;21;4970;9
1856;17.13286713;2.840998673;1;0;0;1;0;0;0;0;0;1;5;0.25;0.125;0.0625;230;1;7870;17
1858;12.01923077;2.486507931;1;0;0;0;1;0;0;0;0;1;2;0.04;0.008;0.0016;4720;16;4990;9
1859;9.615384615;2.26336438;1;0;0;1;0;0;0;0;0;1;4.5;0.2025;0.091125;0.04100625;8255;21;7470;14
1861;24.03846154;3.179655112;1;0;0;0;1;0;0;0;0;1;36;12.96;46.656;167.9616;3255;10;9480;22
1862;19.90384615;2.990912987;1;0;0;0;0;1;0;0;0;1;22;4.84;10.648;23.4256;2010;6;9480;22
1866;51.97505198;3.950763834;0;0;0;1;0;0;0;0;0;1;35;12.25;42.875;150.0625;6010;18;9480;22
1867;79.32692308;4.37357758;1;0;1;0;0;0;0;0;0;1;26;6.76;17.576;45.6976;4710;16;4170;7
1870;36.32478632;3.592500327;0;0;1;0;0;0;0;0;0;1;30;9;27;81;6260;19;770;4
1871;36.05769231;3.58512022;1;0;0;1;0;0;0;0;0;1;41.5;17.2225;71.473375;296.6145063;410;1;7070;13
1887;14.95726496;2.705197132;0;0;1;0;0;0;0;0;0;1;21;4.41;9.261;19.4481;1.00E+05;19;3190;6
1888;52.88461538;3.968112472;0;0;0;0;1;0;0;0;0;1;13;1.69;2.197;2.8561;1350;4;2190;5
1889;62.5;4.135166557;1;0;0;0;0;1;0;0;0;1;6;0.36;0.216;0.1296;430;1;4380;8
1891;17.25961538;2.848369402;0;0;1;0;0;0;0;0;0;1;11;1.21;1.331;1.4641;1550;4;7460;14
1893;22.43589744;3.11066224;1;0;0;0;0;1;0;0;0;1;27;7.29;19.683;53.1441;230;1;7860;17
1896;34.18803419;3.531875705;1;0;0;0;1;0;0;0;0;1;17;2.89;4.913;8.3521;5700;17;7460;14
1913;34.13461538;3.530311983;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2100;7;7380;14
1914;11.82692308;2.470378549;0;0;0;0;0;1;0;0;0;1;9;0.81;0.729;0.6561;1460;4;9570;22
1915;19.23076923;2.95651156;1;0;0;0;1;0;0;0;0;1;8;0.64;0.512;0.4096;4000;13;8680;20
1916;19.71153846;2.981204173;0;0;0;0;1;0;0;0;0;1;1;0.01;0.001;0.0001;4620;15;8590;19
1917;36.05769231;3.58512022;1;0;0;1;0;0;0;0;0;1;38;14.44;54.872;208.5136;410;1;7070;13
1923;18.29268293;2.90650114;0;0;0;0;1;0;0;0;0;1;4;0.16;0.064;0.0256;1060;3;6970;12
1924;32.69230769;3.487139811;0;0;0;0;1;0;0;0;0;1;3;0.09;0.027;0.0081;1360;4;7290;14
1925;19.23076923;2.95651156;1;0;0;0;0;1;0;0;0;1;1;0.01;0.001;0.0001;4620;15;8590;19
1926;28.84615385;3.361976669;0;0;0;0;1;0;0;0;0;1;2;0.04;0.008;0.0016;1360;4;7290;14
1928;8.461538462;2.135531008;1;0;0;1;0;0;0;0;0;1;6.5;0.4225;0.274625;0.17850625;2300;8;8470;18
1930;120.1923077;4.789093024;0;0;0;0;0;1;0;0;0;1;33;10.89;35.937;118.5921;3256;10;7970;18
1931;29.6474359;3.389375643;0;0;0;0;0;1;0;0;0;1;36;12.96;46.656;167.9616;3255;10;8190;18
1932;58.11965812;4.062503956;0;0;0;0;1;0;0;0;0;1;14;1.96;2.744;3.8416;1020;3;7380;14
1933;29.91452991;3.398344313;0;0;0;0;0;1;0;0;0;1;7;0.49;0.343;0.2401;1020;3;7380;14
1934;25.72115385;3.24731376;1;0;0;0;1;0;0;0;0;1;7;0.49;0.343;0.2401;1360;4;7290;14
1938;12.08791209;2.492205952;1;0;0;0;1;0;0;0;0;1;9;0.81;0.729;0.6561;4230;14;8660;20
1939;20;2.995732274;1;0;0;0;1;0;0;0;0;1;28;7.84;21.952;61.4656;5240;17;6970;12
1945;22.59615385;3.117779708;1;0;0;0;0;1;0;0;0;1;4;0.16;0.064;0.0256;2000;6;7870;17
1946;22.03525641;3.092643735;1;0;0;0;0;1;0;0;0;1;21;4.41;9.261;19.4481;3060;10;7970;18
1947;27.02702703;3.296837366;1;0;0;0;1;0;0;0;0;1;26;6.76;17.576;45.6976;3255;10;9480;22
1949;29.23076923;3.375221895;0;0;0;0;1;0;0;0;0;1;20;4;8;16;310;1;8680;20
1960;7.211538462;1.975682307;0;0;1;0;0;0;0;0;0;1;6;0.36;0.216;0.1296;430;1;1370;5
1961;27.47252747;3.313186504;0;0;0;0;1;0;0;0;0;1;3;0.09;0.027;0.0081;820;2;9380;22
1962;28.84615385;3.361976669;0;0;0;0;1;0;0;0;0;1;1;0.01;0.001;0.0001;630;2;9380;22
1963;48.07692308;3.872802292;1;0;0;0;1;0;0;0;0;1;25;6.25;15.625;39.0625;3255;10;8190;18
1964;24.03846154;3.179655112;1;0;1;0;0;0;0;0;0;1;11;1.21;1.331;1.4641;2300;8;7860;17
1973;8.640384615;2.156447097;1;0;0;1;0;0;0;0;0;1;12;1.44;1.728;2.0736;5330;17;6870;12
1978;14.42307692;2.668829488;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1820;5;9480;22
1982;24.95192308;3.216950896;0;0;0;0;0;1;0;0;0;1;2;0.04;0.008;0.0016;3930;12;7690;16
1983;29.97692308;3.400427855;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1240;3;8190;18
1986;31.25;3.442019376;1;0;0;0;1;0;0;0;0;1;27;7.29;19.683;53.1441;2400;8;8570;19
1988;14.93738819;2.703867345;0;0;0;0;1;0;0;0;0;1;1;0.01;0.001;0.0001;2200;8;7870;17
1999;16.82692308;2.822980168;0;0;0;1;0;0;0;0;0;1;24.5;6.0025;14.706125;36.03000625;4030;13;8270;18
2003;20.19230769;3.005301725;1;0;1;0;0;0;0;0;0;1;21;4.41;9.261;19.4481;5410;17;8190;18
2009;21.15384615;3.05182174;1;0;1;0;0;0;0;0;0;1;10;1;1;1;2016;6;8370;18
2010;43.26923077;3.767441777;0;0;0;0;0;1;0;0;0;1;5;0.25;0.125;0.0625;4840;16;7380;14
2011;26.44230769;3.274965292;0;0;1;0;0;0;0;0;0;1;40;16;64;256;230;1;7870;17
2016;12.01923077;2.486507931;0;0;0;1;0;0;0;0;0;1;8.5;0.7225;0.614125;0.52200625;6440;19;770;4
2020;16.05769231;2.776188006;1;0;0;0;1;0;0;0;0;1;5;0.25;0.125;0.0625;2300;8;8470;18
2021;71.15384615;4.26484438;0;0;0;0;1;0;0;0;0;1;4;0.16;0.064;0.0256;840;2;6480;11
2024;17.78846154;2.878550019;0;0;1;0;0;0;0;0;0;1;5;0.25;0.125;0.0625;4850;16;4170;7
2025;21;3.044522438;1;0;1;0;0;0;0;0;0;1;5;0.25;0.125;0.0625;4510;15;8980;21
2029;72.11538462;4.2782674;0;0;0;0;1;0;0;0;0;1;2;0.04;0.008;0.0016;3945;12;7680;16
2042;11.43451143;2.436636101;1;0;0;0;1;0;0;0;0;1;9;0.81;0.729;0.6561;4700;16;5170;9
2050;7.211538462;1.975682307;1;0;1;0;0;0;0;0;0;1;31;9.61;29.791;92.3521;2540;8;7860;17
2055;10.88534107;2.387417029;1;0;1;0;0;0;0;0;0;1;30;9;27;81;9130;22;6380;10
2063;24.03846154;3.179655112;1;0;1;0;0;0;0;0;0;1;5;0.25;0.125;0.0625;3600;11;8190;18
2070;24.03846154;3.179655112;1;0;1;0;0;0;0;0;0;1;25;6.25;15.625;39.0625;50;1;8660;20
2072;12.01923077;2.486507931;0;0;0;0;1;0;0;0;0;1;9;0.81;0.729;0.6561;4760;16;4670;9
2084;33.65384615;3.516127348;0;0;0;0;1;0;0;0;0;1;6;0.36;0.216;0.1296;3850;12;9470;22
2089;33.54444444;3.512871259;0;0;0;0;1;0;0;0;0;1;7;0.49;0.343;0.2401;1800;5;7460;14
2090;20.951417;3.042206282;1;0;0;0;0;1;0;0;0;1;4;0.16;0.064;0.0256;2000;6;7870;17
2094;48.58299595;3.883273592;1;0;0;0;1;0;0;0;0;1;28;7.84;21.952;61.4656;1760;5;2190;5
2099;14.61538462;2.682074715;0;0;1;0;0;0;0;0;0;1;27;7.29;19.683;53.1441;4220;14;3960;6
2107;6.41025641;1.857899272;0;0;0;1;0;0;0;0;0;1;7;0.49;0.343;0.2401;7420;20;7290;14
2110;17.30769231;2.851151045;0;0;1;0;0;0;0;0;0;1;41;16.81;68.921;282.5761;4220;14;6990;12
2116;30.76923077;3.42651519;1;0;0;0;1;0;0;0;0;1;3;0.09;0.027;0.0081;4760;16;5480;9
2117;10.57692308;2.35867456;0;0;1;0;0;0;0;0;0;1;16;2.56;4.096;6.5536;5620;17;5380;9
2118;52.99145299;3.970130636;0;0;0;1;0;0;0;0;0;1;29;8.41;24.389;70.7281;1020;3;3365;6
2122;24.35897436;3.192900338;0;0;0;1;0;0;0;0;0;1;6;0.36;0.216;0.1296;710;2;3365;6
2123;50.84685315;3.928818236;1;0;0;0;1;0;0;0;0;1;38;14.44;54.872;208.5136;5240;17;3390;6
2125;20.19230769;3.005301725;1;0;0;0;0;1;0;0;0;1;6;0.36;0.216;0.1296;726;2;9170;21
2132;14.90384615;2.701619311;0;0;1;0;0;0;0;0;0;1;40;16;64;256;5620;17;5380;9
2135;13.73626374;2.620039324;1;0;0;1;0;0;0;0;0;1;34.5;11.9025;41.063625;141.6695063;5240;17;9070;21
2142;12.01923077;2.486507931;1;0;0;0;0;1;0;0;0;1;31;9.61;29.791;92.3521;2310;8;7860;17
2143;28.84615385;3.361976669;1;0;0;0;0;1;0;0;0;1;3;0.09;0.027;0.0081;3150;10;8190;18
2144;28.84615385;3.361976669;1;0;0;0;1;0;0;0;0;1;3;0.09;0.027;0.0081;2330;8;7860;17
2146;10.57692308;2.35867456;0;0;0;1;0;0;0;0;0;1;9.5;0.9025;0.857375;0.81450625;4250;14;7770;16
2159;22.59615385;3.117779708;0;0;0;0;1;0;0;0;0;1;4;0.16;0.064;0.0256;840;2;4270;7
2172;14.90384615;2.701619311;0;0;1;0;0;0;0;0;0;1;7;0.49;0.343;0.2401;7700;21;3680;6
2173;22.43589744;3.11066224;0;0;1;0;0;0;0;0;0;1;21;4.41;9.261;19.4481;9130;22;4090;7
2188;23.5042735;3.157182256;1;0;0;0;1;0;0;0;0;1;2;0.04;0.008;0.0016;3540;10;8190;18
2194;43.26923077;3.767441777;0;0;1;0;0;0;0;0;0;1;29;8.41;24.389;70.7281;7410;20;570;3
2197;19.23076923;2.95651156;0;0;0;0;0;1;0;0;0;1;7;0.49;0.343;0.2401;1760;5;2190;5
2199;15.31339031;2.72872763;1;0;0;1;0;0;0;0;0;1;27;7.29;19.683;53.1441;100;1;9090;21
2210;96.15384615;4.565949473;0;0;0;0;0;1;0;0;0;1;29;8.41;24.389;70.7281;3060;10;8190;18
2214;43.26923077;3.767441777;0;0;1;0;0;0;0;0;0;1;29;8.41;24.389;70.7281;7410;20;570;3
2215;43.26923077;3.767441777;0;0;1;0;0;0;0;0;0;1;29;8.41;24.389;70.7281;7410;20;570;3
2216;43.26923077;3.767441777;0;0;1;0;0;0;0;0;0;1;29;8.41;24.389;70.7281;7410;20;570;3
2223;26.44230769;3.274965292;1;0;1;0;0;0;0;0;0;1;29;8.41;24.389;70.7281;340;1;8660;20
2224;40.86538462;3.710283363;0;0;0;1;0;0;0;0;0;1;26.5;7.0225;18.609625;49.31550625;7150;20;8770;21
2229;26.44230769;3.274965292;0;0;0;1;0;0;0;0;0;1;11;1.21;1.331;1.4641;7220;20;770;4
2255;36.05769231;3.58512022;1;0;0;0;0;1;0;0;0;1;1;0.01;0.001;0.0001;430;1;4470;8
2258;15.38461538;2.733368009;0;0;1;0;0;0;0;0;0;1;13;1.69;2.197;2.8561;350;1;8190;18
2260;16.82692308;2.822980168;1;0;0;0;1;0;0;0;0;1;2;0.04;0.008;0.0016;5120;17;7470;14
2278;17.69230769;2.873129951;1;0;0;0;1;0;0;0;0;1;23;5.29;12.167;27.9841;430;1;7390;14
2287;21.25506073;3.056595019;1;0;0;1;0;0;0;0;0;1;32.5;10.5625;34.328125;111.5664063;5700;17;5380;9
2297;8.547008547;2.145581344;1;0;1;0;0;0;0;0;0;1;6;0.36;0.216;0.1296;5700;17;770;4
2298;26.44230769;3.274965292;1;0;0;0;1;0;0;0;0;1;19;3.61;6.859;13.0321;4710;16;4195;7
2303;28.84615385;3.361976669;0;0;1;0;0;0;0;0;0;1;8;0.64;0.512;0.4096;6440;19;770;4
2307;98.07692308;4.5857521;1;0;0;0;1;0;0;0;0;1;12;1.44;1.728;2.0736;40;1;6970;12
2308;26.44230769;3.274965292;0;0;0;0;0;1;0;0;0;1;24;5.76;13.824;33.1776;1050;3;8560;19
2313;29.32692308;3.37850597;1;0;0;0;0;1;0;0;0;1;18;3.24;5.832;10.4976;350;1;7970;18
2315;29.05982906;3.369356776;0;0;0;0;0;1;0;0;0;1;3;0.09;0.027;0.0081;310;1;8680;20
2316;9.615384615;2.26336438;0;0;0;0;1;0;0;0;0;1;13;1.69;2.197;2.8561;4110;13;8680;20
2322;22.52747253;3.114735566;1;0;0;0;1;0;0;0;0;1;8;0.64;0.512;0.4096;420;1;8370;18
2323;26.44230769;3.274965292;1;0;0;0;1;0;0;0;0;1;13;1.69;2.197;2.8561;2310;8;7860;17
2324;7.211538462;1.975682307;0;0;0;0;1;0;0;0;0;1;3;0.09;0.027;0.0081;4700;16;4870;9
2330;26.44230769;3.274965292;0;0;0;0;1;0;0;0;0;1;4;0.16;0.064;0.0256;2630;9;7470;14
2331;22.52747253;3.114735566;1;0;0;0;1;0;0;0;0;1;2;0.04;0.008;0.0016;420;1;8370;18
2333;19.23076923;2.95651156;1;0;0;0;1;0;0;0;0;1;3;0.09;0.027;0.0081;1107;3;8180;18
2336;19.23076923;2.95651156;0;0;0;1;0;0;0;0;0;1;22.5;5.0625;11.390625;25.62890625;5000;17;4195;7
2337;23.66863905;3.164150925;0;0;1;0;0;0;0;0;0;1;37;13.69;50.653;187.4161;9130;22;1280;5
2352;14.42307692;2.668829488;0;0;1;0;0;0;0;0;0;1;7;0.49;0.343;0.2401;8255;21;1990;5
2362;17.30769231;2.851151045;1;0;1;0;0;0;0;0;0;1;31;9.61;29.791;92.3521;3800;12;9470;22
2371;17.58241758;2.866899402;0;0;0;0;0;1;0;0;0;1;6;0.36;0.216;0.1296;2310;8;7860;17
2373;33.78378378;3.519980918;1;0;0;0;1;0;0;0;0;1;4;0.16;0.064;0.0256;5820;17;7870;17
2374;35.09615385;3.558091547;1;0;0;0;1;0;0;0;0;1;15;2.25;3.375;5.0625;1020;3;7380;14
2376;21.63461538;3.074294596;0;0;0;0;0;1;0;0;0;1;2;0.04;0.008;0.0016;1760;5;2390;5
2381;26.44230769;3.274965292;0;0;1;0;0;0;0;0;0;1;17;2.89;4.913;8.3521;8600;21;570;3
2389;16.48351648;2.802360881;0;0;0;0;1;0;0;0;0;1;6;0.36;0.216;0.1296;2310;8;7860;17
2391;11.05769231;2.403126322;0;0;0;0;1;0;0;0;0;1;12;1.44;1.728;2.0736;9620;22;7790;16
2395;27.69230769;3.321154674;1;0;0;0;0;1;0;0;0;1;31;9.61;29.791;92.3521;120;1;770;4
2406;42.86858974;3.758139384;0;0;0;0;1;0;0;0;0;1;5;0.25;0.125;0.0625;3740;12;9470;22
2407;20.19230769;3.005301725;1;0;0;0;0;1;0;0;0;1;30;9;27;81;2000;6;7860;17
2420;22.11538462;3.096273503;1;0;0;1;0;0;0;0;0;1;18;3.24;5.832;10.4976;740;2;7670;16
2423;24.03846154;3.179655112;1;0;0;0;1;0;0;0;0;1;19;3.61;6.859;13.0321;2010;6;9370;22
2424;28.84615385;3.361976669;0;0;0;1;0;0;0;0;0;1;15.5;2.4025;3.723875;5.77200625;4710;16;6990;12
2425;33.65384615;3.516127348;1;0;0;0;1;0;0;0;0;1;7;0.49;0.343;0.2401;410;1;7070;13
2435;34.05448718;3.527961806;0;0;0;0;1;0;0;0;0;1;4;0.16;0.064;0.0256;3740;12;9470;22
2444;15.38461538;2.733368009;0;0;0;1;0;0;0;0;0;1;18.5;3.4225;6.331625;11.71350625;1105;3;7380;14
2445;12.01923077;2.486507931;1;0;0;0;1;0;0;0;0;1;5;0.25;0.125;0.0625;5700;17;9470;22
2446;17.69230769;2.873129951;1;0;0;0;1;0;0;0;0;1;23;5.29;12.167;27.9841;430;1;7390;14
2450;37.39316239;3.621487864;1;0;0;1;0;0;0;0;0;1;4;0.16;0.064;0.0256;5700;17;7390;14
2452;42.30769231;3.744968921;0;0;0;1;0;0;0;0;0;1;12.5;1.5625;1.953125;2.44140625;50;1;7290;14
2454;16.98717949;2.832458912;1;0;0;0;1;0;0;0;0;1;20;4;8;16;350;1;8190;18
2465;23;3.135494216;0;0;0;1;0;0;0;0;0;1;11.5;1.3225;1.520875;1.74900625;4710;16;4590;8
2468;38.75846154;3.657349094;0;0;0;0;1;0;0;0;0;1;36;12.96;46.656;167.9616;1550;4;2280;5
